id,key,value,type
10077166,highway,unclassified,regular
10077166,name,West Canal Bank Road,regular
10077166,name_1,West Cutler Dam Road,regular
10077166,cfcc,A41,tiger
10077166,county,"Box Elder, UT",tiger
10077166,name_base,West Canal Bank;Cutler Dam,tiger
10077166,name_base_1,Cutler Dam,tiger
10077166,name_direction_prefix_1,W,tiger
10077166,name_type,Rd,tiger
10077166,name_type_1,Rd,tiger
10077166,reviewed,no,tiger
10077208,highway,track,regular
10077208,cfcc,A41,tiger
10077208,county,"Box Elder, UT",tiger
10077208,reviewed,no,tiger
10077212,highway,residential,regular
10077212,cfcc,A41,tiger
10077212,county,"Box Elder, UT",tiger
10077212,reviewed,no,tiger
10077214,highway,residential,regular
10077214,cfcc,A41,tiger
10077214,county,"Box Elder, UT",tiger
10077214,reviewed,no,tiger
10077214,separated,no,tiger
10077214,source,tiger_import_dch_v0.6_20070830,tiger
10077214,tlid,153902358:153902560:153902339:153902499:153902347:153902363:153902109,tiger
10077214,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10077358,highway,residential,regular
10077358,name,Bonneville Shoreline Trail Connector,regular
10077358,cfcc,A41,tiger
10077358,county,"Box Elder, UT",tiger
10077358,reviewed,no,tiger
10077360,highway,residential,regular
10077360,cfcc,A41,tiger
10077360,county,"Box Elder, UT",tiger
10077360,reviewed,no,tiger
10077360,separated,no,tiger
10077360,source,tiger_import_dch_v0.6_20070830,tiger
10077360,tlid,153911217,tiger
10077360,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10078005,highway,track,regular
10078005,cfcc,A51,tiger
10078005,county,"Box Elder, UT",tiger
10078005,reviewed,no,tiger
10078005,separated,no,tiger
10078005,source,tiger_import_dch_v0.6_20070830,tiger
10078005,tlid,153908156,tiger
10078005,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10078215,access,private,regular
10078215,highway,service,regular
10078215,cfcc,A74,tiger
10078215,county,"Box Elder, UT",tiger
10078215,reviewed,no,tiger
10078215,source,tiger_import_dch_v0.6_20070830,tiger
10078215,tlid,153913114,tiger
10078215,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10078710,highway,residential,regular
10078710,cfcc,A41,tiger
10078710,county,"Box Elder, UT",tiger
10078710,reviewed,no,tiger
10078874,highway,residential,regular
10078874,cfcc,A41,tiger
10078874,county,"Box Elder, UT",tiger
10078874,reviewed,no,tiger
10078874,separated,no,tiger
10078874,source,tiger_import_dch_v0.6_20070830,tiger
10078874,tlid,153898416:153898231:153898030,tiger
10078874,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10078875,highway,residential,regular
10078875,cfcc,A41,tiger
10078875,county,"Box Elder, UT",tiger
10078875,reviewed,no,tiger
10078875,separated,no,tiger
10078875,source,tiger_import_dch_v0.6_20070830,tiger
10078875,tlid,153898417,tiger
10078875,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10078893,highway,service,regular
10078893,cfcc,A41,tiger
10078893,county,"Box Elder, UT",tiger
10078893,reviewed,no,tiger
10078896,highway,residential,regular
10078896,name,N Willow Creek Dr,regular
10078896,cfcc,A41,tiger
10078896,county,"Box Elder, UT",tiger
10078896,reviewed,no,tiger
10078912,highway,residential,regular
10078912,cfcc,A41,tiger
10078912,county,"Box Elder, UT",tiger
10078912,reviewed,no,tiger
10078912,separated,no,tiger
10078912,source,tiger_import_dch_v0.6_20070830,tiger
10078912,tlid,153915378:153902130:153907163:153902652,tiger
10078912,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10079003,highway,track,regular
10079003,cfcc,A51,tiger
10079003,county,"Box Elder, UT",tiger
10079003,reviewed,no,tiger
10079003,separated,no,tiger
10079003,source,tiger_import_dch_v0.6_20070830,tiger
10079003,tlid,153906127,tiger
10079003,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10079024,highway,residential,regular
10079024,cfcc,A41,tiger
10079024,county,"Box Elder, UT",tiger
10079024,reviewed,no,tiger
10079024,separated,no,tiger
10079024,source,tiger_import_dch_v0.6_20070830,tiger
10079024,tlid,153902562:153902564:153902566:153902567,tiger
10079024,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10079042,highway,residential,regular
10079042,cfcc,A41,tiger
10079042,county,"Box Elder, UT",tiger
10079042,reviewed,no,tiger
10079229,highway,track,regular
10079229,cfcc,A51,tiger
10079229,county,"Box Elder, UT",tiger
10079229,reviewed,no,tiger
10079229,separated,no,tiger
10079229,source,tiger_import_dch_v0.6_20070830,tiger
10079229,tlid,153902123,tiger
10079229,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10079231,highway,residential,regular
10079231,cfcc,A41,tiger
10079231,county,"Box Elder, UT",tiger
10079231,reviewed,no,tiger
10079231,separated,no,tiger
10079231,source,tiger_import_dch_v0.6_20070830,tiger
10079231,tlid,153902127,tiger
10079231,upload_uuid,bulk_upload.pl-18e75e49-c466-4326-9afa-95168c41c76f,tiger
10079716,access,private,regular
10079716,highway,service,regular
10079716,cfcc,A74,tiger
10079716,county,"Box Elder, UT",tiger
10079716,reviewed,no,tiger
10079992,highway,residential,regular
10079992,name,Enterprise Point,regular
10079992,name_1,460 North,regular
10079992,name_2,North 1100 East,regular
10079992,cfcc,A41,tiger
10079992,county,"Cache, UT",tiger
10079992,name_base,Enterprise Point,tiger
10079992,name_base_1,460,tiger
10079992,name_base_2,1100 East,tiger
10079992,name_direction_prefix_2,N,tiger
10079992,name_direction_suffix_1,N,tiger
10079992,reviewed,no,tiger
10079994,highway,residential,regular
10079994,name,East 2100 South,regular
10079994,cfcc,A51,tiger
10079994,county,"Cache, UT",tiger
10079994,name_base,2100,tiger
10079994,name_direction_prefix,E,tiger
10079994,name_direction_suffix,S,tiger
10079994,reviewed,no,tiger
10079998,highway,residential,regular
10079998,name,North 7100 West,regular
10079998,cfcc,A41,tiger
10079998,county,"Cache, UT",tiger
10079998,name_base,7100,tiger
10079998,name_direction_prefix,N,tiger
10079998,name_direction_suffix,W,tiger
10079998,reviewed,no,tiger
10080002,highway,residential,regular
10080002,name,East 1625 North,regular
10080002,cfcc,A41,tiger
10080002,county,"Cache, UT",tiger
10080002,name_base,1625,tiger
10080002,name_direction_prefix,E,tiger
10080002,name_direction_suffix,N,tiger
10080002,reviewed,no,tiger
10080004,highway,residential,regular
10080004,name,East 1490 South Place,regular
10080004,cfcc,A41,tiger
10080004,county,"Cache, UT",tiger
10080004,name_base,1490 South,tiger
10080004,name_direction_prefix,E,tiger
10080004,name_type,Pl,tiger
10080004,reviewed,no,tiger
10080006,highway,residential,regular
10080006,name,Brookside Place,regular
10080006,cfcc,A41,tiger
10080006,county,"Cache, UT",tiger
10080006,name_base,Brookside,tiger
10080006,name_type,Pl,tiger
10080006,reviewed,no,tiger
10080013,highway,residential,regular
10080013,name,Upper Canyon Road,regular
10080013,cfcc,A41,tiger
10080013,county,"Cache, UT",tiger
10080013,name_base,Upper Canyon,tiger
10080013,name_type,Rd,tiger
10080013,reviewed,no,tiger
10080016,highway,residential,regular
10080016,name,East 1370 South Place,regular
10080016,name_1,Ballard Way,regular
10080016,cfcc,A41,tiger
10080016,county,"Cache, UT",tiger
10080016,name_base,1370 South,tiger
10080016,name_base_1,Ballard,tiger
10080016,name_direction_prefix,E,tiger
10080016,name_type,Pl,tiger
10080016,name_type_1,Way,tiger
10080016,reviewed,no,tiger
10080020,highway,residential,regular
10080020,name,Wapiti Loop,regular
10080020,cfcc,A41,tiger
10080020,county,"Cache, UT",tiger
10080020,name_base,Wapiti,tiger
10080020,name_type,Loop,tiger
10080020,reviewed,no,tiger
10080023,highway,residential,regular
10080023,name,North 2600 West,regular
10080023,cfcc,A41,tiger
10080023,county,"Cache, UT",tiger
10080023,name_base,2600 West,tiger
10080023,name_direction_prefix,N,tiger
10080023,reviewed,no,tiger
10080023,separated,no,tiger
10080023,source,tiger_import_dch_v0.6_20070830,tiger
10080023,tlid,155093435:155100455,tiger
10080024,highway,residential,regular
10080024,name,West 1750 South,regular
10080024,oneway,no,regular
10080024,cfcc,A41,tiger
10080024,county,"Cache, UT",tiger
10080024,name_base,1750,tiger
10080024,name_direction_prefix,W,tiger
10080024,name_direction_suffix,S,tiger
10080024,reviewed,no,tiger
10080028,highway,tertiary,regular
10080028,lanes,2,regular
10080028,name,14600 North,regular
10080028,oneway,no,regular
10080028,surface,asphalt,regular
10080028,cfcc,A41,tiger
10080028,county,"Box Elder, UT;Cache, UT",tiger
10080028,name_base,14600,tiger
10080028,name_direction_suffix,N,tiger
10080028,reviewed,no,tiger
10080032,highway,residential,regular
10080032,name,South 200 East,regular
10080032,cfcc,A41,tiger
10080032,county,"Cache, UT",tiger
10080032,name_base,200 East,tiger
10080032,name_direction_prefix,S,tiger
10080032,reviewed,no,tiger
10080034,highway,secondary,regular
10080034,lanes,2,regular
10080034,maxspeed,50,regular
10080034,name,North Gateway Drive,regular
10080034,oneway,no,regular
10080034,cfcc,A41,tiger
10080034,county,"Cache, UT",tiger
10080034,name_base,Gateway,tiger
10080034,name_type,Dr,tiger
10080034,reviewed,no,tiger
10080035,highway,residential,regular
10080035,name,South 420 East,regular
10080035,cfcc,A41,tiger
10080035,county,"Cache, UT",tiger
10080035,name_base,420,tiger
10080035,name_direction_prefix,S,tiger
10080035,name_direction_suffix,E,tiger
10080035,reviewed,no,tiger
10080037,highway,residential,regular
10080037,name,East 1400 North,regular
10080037,surface,asphalt,regular
10080037,cfcc,A41,tiger
10080037,county,"Cache, UT",tiger
10080037,name_base,1400,tiger
10080037,name_direction_prefix,E,tiger
10080037,name_direction_suffix,N,tiger
10080037,reviewed,no,tiger
10080038,highway,tertiary,regular
10080038,name,East 1400 North,regular
10080038,sidewalk,none,regular
10080038,surface,asphalt,regular
10080038,cfcc,A41,tiger
10080038,county,"Cache, UT",tiger
10080038,name_base,1400,tiger
10080038,name_direction_prefix,E,tiger
10080038,name_direction_suffix,N,tiger
10080039,highway,residential,regular
10080039,name,East 380 South,regular
10080039,cfcc,A41,tiger
10080039,county,"Cache, UT",tiger
10080039,name_base,380,tiger
10080039,name_direction_prefix,E,tiger
10080039,name_direction_suffix,S,tiger
10080039,reviewed,no,tiger
10080040,highway,residential,regular
10080040,name,East 380 South,regular
10080040,cfcc,A41,tiger
10080040,county,"Cache, UT",tiger
10080040,name_base,380,tiger
10080040,name_direction_prefix,E,tiger
10080040,name_direction_suffix,S,tiger
10080040,reviewed,no,tiger
10080041,highway,tertiary,regular
10080041,name,East 1000 North,regular
10080041,sidewalk,left,regular
10080041,surface,asphalt,regular
10080041,cfcc,A41,tiger
10080041,county,"Cache, UT",tiger
10080041,name_base,1000,tiger
10080041,name_base_1,State Route 288,tiger
10080041,name_direction_prefix,E,tiger
10080041,name_direction_suffix,N,tiger
10080041,reviewed,no,tiger
10080042,highway,tertiary,regular
10080042,name,East 1000 North,regular
10080042,sidewalk,both,regular
10080042,surface,asphalt,regular
10080042,cfcc,A41,tiger
10080042,county,"Cache, UT",tiger
10080042,name_base,1000,tiger
10080042,name_direction_prefix,E,tiger
10080042,name_direction_suffix,N,tiger
10080042,reviewed,no,tiger
10080044,highway,residential,regular
10080044,lanes,2,regular
10080044,name,South 1100 West,regular
10080044,oneway,no,regular
10080044,surface,asphalt,regular
10080044,cfcc,A41,tiger
10080044,county,"Cache, UT",tiger
10080044,name_base,1100,tiger
10080044,name_direction_prefix,S,tiger
10080044,name_direction_suffix,W,tiger
10080044,reviewed,no,tiger
10080046,highway,track,regular
10080046,name,South 1100 West,regular
10080046,cfcc,A41,tiger
10080046,county,"Cache, UT",tiger
10080046,name_base,1100,tiger
10080046,name_direction_prefix,S,tiger
10080046,name_direction_suffix,W,tiger
10080046,reviewed,no,tiger
10080049,highway,secondary,regular
10080049,maxspeed,35 mph,regular
10080049,name,South Center Street,regular
10080049,ref,UT 23,regular
10080049,cfcc,A31,tiger
10080049,county,"Cache, UT",tiger
10080049,name_base,Center,tiger
10080049,name_base_1,State Route 23,tiger
10080051,highway,residential,regular
10080051,name,North 340 East,regular
10080051,cfcc,A41,tiger
10080051,county,"Cache, UT",tiger
10080051,name_base,Center,tiger
10080051,reviewed,no,tiger
10080052,highway,residential,regular
10080052,name,East 1270 North,regular
10080052,cfcc,A41,tiger
10080052,county,"Cache, UT",tiger
10080052,name_base,1270,tiger
10080052,name_direction_prefix,E,tiger
10080052,name_direction_suffix,N,tiger
10080052,reviewed,no,tiger
10080054,highway,residential,regular
10080054,name,Eastwood Circle,regular
10080054,cfcc,A41,tiger
10080054,county,"Cache, UT",tiger
10080054,name_base,Eastwood,tiger
10080054,name_type,Cir,tiger
10080054,reviewed,no,tiger
10080068,highway,residential,regular
10080068,cfcc,A41,tiger
10080068,county,"Cache, UT",tiger
10080068,reviewed,no,tiger
10080071,highway,residential,regular
10080071,surface,asphalt,regular
10080075,highway,service,regular
10080075,cfcc,A41,tiger
10080075,county,"Cache, UT",tiger
10080075,reviewed,no,tiger
10080075,separated,no,tiger
10080075,source,tiger_import_dch_v0.6_20070830,tiger
10080075,tlid,155090873:155090875,tiger
10080075,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080076,highway,service,regular
10080076,cfcc,A41,tiger
10080076,county,"Cache, UT",tiger
10080076,reviewed,no,tiger
10080076,separated,no,tiger
10080076,source,tiger_import_dch_v0.6_20070830,tiger
10080076,tlid,155090874,tiger
10080076,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080078,highway,tertiary,regular
10080078,cfcc,A41,tiger
10080078,county,"Cache, UT",tiger
10080078,reviewed,no,tiger
10080082,highway,service,regular
10080082,service,alley,regular
10080082,cfcc,A41,tiger
10080082,county,"Cache, UT",tiger
10080082,reviewed,no,tiger
10080083,highway,residential,regular
10080083,cfcc,A41,tiger
10080083,county,"Cache, UT",tiger
10080083,reviewed,no,tiger
10080083,separated,no,tiger
10080083,source,tiger_import_dch_v0.6_20070830,tiger
10080083,tlid,155102124,tiger
10080083,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080084,highway,service,regular
10080084,service,alley,regular
10080084,cfcc,A41,tiger
10080084,county,"Cache, UT",tiger
10080084,reviewed,no,tiger
10080092,access,private,regular
10080092,highway,service,regular
10080092,cfcc,A74,tiger
10080092,county,"Cache, UT",tiger
10080092,reviewed,no,tiger
10080096,access,private,regular
10080096,highway,service,regular
10080096,cfcc,A74,tiger
10080096,county,"Cache, UT",tiger
10080096,reviewed,no,tiger
10080101,access,private,regular
10080101,highway,service,regular
10080101,cfcc,A74,tiger
10080101,county,"Cache, UT",tiger
10080101,reviewed,no,tiger
10080101,source,tiger_import_dch_v0.6_20070830,tiger
10080101,tlid,155107116,tiger
10080101,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080102,highway,residential,regular
10080102,cfcc,A41,tiger
10080102,county,"Cache, UT",tiger
10080102,reviewed,no,tiger
10080102,separated,no,tiger
10080102,source,tiger_import_dch_v0.6_20070830,tiger
10080102,tlid,155102143,tiger
10080102,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080103,highway,residential,regular
10080103,cfcc,A41,tiger
10080103,county,"Cache, UT",tiger
10080103,reviewed,no,tiger
10080103,separated,no,tiger
10080103,source,tiger_import_dch_v0.6_20070830,tiger
10080103,tlid,155102145,tiger
10080103,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080114,access,private,regular
10080114,highway,service,regular
10080114,service,driveway,regular
10080114,cfcc,A74,tiger
10080114,county,"Cache, UT",tiger
10080114,reviewed,no,tiger
10080116,highway,service,regular
10080116,cfcc,A41,tiger
10080116,county,"Cache, UT",tiger
10080116,reviewed,aerial,tiger
10080120,access,private,regular
10080120,highway,service,regular
10080120,service,driveway,regular
10080120,cfcc,A74,tiger
10080120,county,"Cache, UT",tiger
10080120,reviewed,no,tiger
10080129,highway,residential,regular
10080129,cfcc,A41,tiger
10080129,county,"Cache, UT",tiger
10080129,reviewed,no,tiger
10080129,separated,no,tiger
10080129,source,tiger_import_dch_v0.6_20070830,tiger
10080129,tlid,155102181,tiger
10080129,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080134,highway,residential,regular
10080134,name,1350 East,regular
10080134,surface,asphalt,regular
10080134,cfcc,A41,tiger
10080134,county,"Cache, UT",tiger
10080134,reviewed,no,tiger
10080134,separated,no,tiger
10080134,source,tiger_import_dch_v0.6_20070830,tiger
10080134,tlid,155095757,tiger
10080134,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080135,highway,residential,regular
10080135,cfcc,A41,tiger
10080135,county,"Cache, UT",tiger
10080135,reviewed,no,tiger
10080140,highway,residential,regular
10080140,cfcc,A41,tiger
10080140,county,"Cache, UT",tiger
10080140,reviewed,no,tiger
10080140,separated,no,tiger
10080140,source,tiger_import_dch_v0.6_20070830,tiger
10080140,tlid,155111138:155093334,tiger
10080140,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080142,access,private,regular
10080142,highway,service,regular
10080142,cfcc,A74,tiger
10080142,county,"Cache, UT",tiger
10080142,reviewed,no,tiger
10080145,access,private,regular
10080145,highway,service,regular
10080145,cfcc,A74,tiger
10080145,county,"Cache, UT",tiger
10080145,reviewed,no,tiger
10080155,created_by,Potlatch 0.10f,regular
10080155,highway,residential,regular
10080155,cfcc,A41,tiger
10080155,county,"Cache, UT",tiger
10080155,reviewed,no,tiger
10080155,separated,no,tiger
10080155,source,tiger_import_dch_v0.6_20070830,tiger
10080155,tlid,155094239:155100251,tiger
10080155,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080158,access,private,regular
10080158,highway,service,regular
10080158,cfcc,A74,tiger
10080158,county,"Cache, UT",tiger
10080158,reviewed,no,tiger
10080158,source,tiger_import_dch_v0.6_20070830,tiger
10080158,tlid,155111151,tiger
10080158,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080161,access,private,regular
10080161,highway,service,regular
10080161,cfcc,A74,tiger
10080161,county,"Cache, UT",tiger
10080161,reviewed,no,tiger
10080183,highway,residential,regular
10080183,cfcc,A41,tiger
10080183,county,"Cache, UT",tiger
10080183,reviewed,no,tiger
10080183,separated,no,tiger
10080183,source,tiger_import_dch_v0.6_20070830,tiger
10080183,tlid,155111174,tiger
10080183,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080189,highway,residential,regular
10080189,cfcc,A41,tiger
10080189,county,"Cache, UT",tiger
10080189,reviewed,no,tiger
10080189,separated,no,tiger
10080189,source,tiger_import_dch_v0.6_20070830,tiger
10080189,tlid,155102072,tiger
10080189,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080190,highway,residential,regular
10080190,cfcc,A41,tiger
10080190,county,"Cache, UT",tiger
10080190,reviewed,no,tiger
10080190,separated,no,tiger
10080190,source,tiger_import_dch_v0.6_20070830,tiger
10080190,tlid,155102074,tiger
10080190,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080191,highway,residential,regular
10080191,cfcc,A41,tiger
10080191,county,"Cache, UT",tiger
10080191,reviewed,no,tiger
10080192,highway,residential,regular
10080192,name,Sleepy Hollow Road,regular
10080192,name_1,Early Park Road,regular
10080192,cfcc,A41,tiger
10080192,county,"Box Elder, UT",tiger
10080192,name_base,Sleepy Hollow,tiger
10080192,name_base_1,Early Park,tiger
10080192,name_type,Rd,tiger
10080192,name_type_1,Rd,tiger
10080192,reviewed,no,tiger
10080192,separated,no,tiger
10080192,source,tiger_import_dch_v0.6_20070830,tiger
10080192,tlid,153897980:153898216:153898219,tiger
10080215,highway,residential,regular
10080215,cfcc,A41,tiger
10080215,county,"Cache, UT",tiger
10080215,reviewed,no,tiger
10080215,separated,no,tiger
10080215,source,tiger_import_dch_v0.6_20070830,tiger
10080215,tlid,155111061,tiger
10080215,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080216,highway,residential,regular
10080216,cfcc,A41,tiger
10080216,county,"Cache, UT",tiger
10080216,reviewed,no,tiger
10080216,separated,no,tiger
10080216,source,tiger_import_dch_v0.6_20070830,tiger
10080216,tlid,155111066,tiger
10080216,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080255,created_by,Potlatch 0.10f,regular
10080255,highway,residential,regular
10080255,cfcc,A41,tiger
10080255,county,"Cache, UT",tiger
10080255,reviewed,no,tiger
10080255,separated,no,tiger
10080255,source,tiger_import_dch_v0.6_20070830,tiger
10080255,tlid,155095409,tiger
10080255,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080262,created_by,Potlatch 0.10f,regular
10080262,highway,residential,regular
10080262,cfcc,A41,tiger
10080262,county,"Cache, UT",tiger
10080262,reviewed,no,tiger
10080262,separated,no,tiger
10080262,source,tiger_import_dch_v0.6_20070830,tiger
10080262,tlid,155095571,tiger
10080262,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080263,created_by,Potlatch 0.10f,regular
10080263,highway,residential,regular
10080263,cfcc,A41,tiger
10080263,county,"Cache, UT",tiger
10080263,reviewed,no,tiger
10080263,separated,no,tiger
10080263,source,tiger_import_dch_v0.6_20070830,tiger
10080263,tlid,155095573,tiger
10080263,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080264,created_by,Potlatch 0.10f,regular
10080264,highway,residential,regular
10080264,cfcc,A41,tiger
10080264,county,"Cache, UT",tiger
10080264,reviewed,no,tiger
10080264,separated,no,tiger
10080264,source,tiger_import_dch_v0.6_20070830,tiger
10080264,tlid,155109800,tiger
10080264,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080265,highway,residential,regular
10080265,cfcc,A41,tiger
10080265,county,"Cache, UT",tiger
10080265,reviewed,no,tiger
10080265,separated,no,tiger
10080265,source,tiger_import_dch_v0.6_20070830,tiger
10080265,tlid,155103338:155099695,tiger
10080265,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080268,access,private,regular
10080268,created_by,Potlatch 0.10f,regular
10080268,highway,service,regular
10080268,cfcc,A74,tiger
10080268,county,"Cache, UT",tiger
10080268,reviewed,no,tiger
10080268,source,tiger_import_dch_v0.6_20070830,tiger
10080268,tlid,155108476:155109647:155108468,tiger
10080268,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080270,access,private,regular
10080270,highway,service,regular
10080270,cfcc,A74,tiger
10080270,county,"Cache, UT",tiger
10080270,reviewed,no,tiger
10080270,source,tiger_import_dch_v0.6_20070830,tiger
10080270,tlid,155108479:155108482:155108483,tiger
10080270,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080275,railway,abandoned,regular
10080275,cfcc,B11,tiger
10080275,county,"Cache, UT",tiger
10080275,reviewed,no,tiger
10080293,highway,residential,regular
10080293,cfcc,A41,tiger
10080293,county,"Cache, UT",tiger
10080293,reviewed,no,tiger
10080293,separated,no,tiger
10080293,source,tiger_import_dch_v0.6_20070830,tiger
10080293,tlid,155109846,tiger
10080293,upload_uuid,bulk_upload.pl-78f1d8f3-b80d-4d8e-aef6-1f4f98dabefc,tiger
10080302,electrified,no,regular
10080302,gauge,1435,regular
10080302,operator,Union Pacific Railroad,regular
10080302,railway,rail,regular
10080302,service,siding,regular
10080302,source,bing,regular
10080310,highway,residential,regular
10080310,name,West 400  North,regular
10080310,cfcc,A41,tiger
10080310,county,"Cache, UT",tiger
10080310,reviewed,no,tiger
10080312,highway,residential,regular
10080312,name,West 100 South,regular
10080312,cfcc,A41,tiger
10080312,county,"Cache, UT",tiger
10080312,name_base,100,tiger
10080312,name_direction_prefix,W,tiger
10080312,name_direction_suffix,S,tiger
10080312,reviewed,no,tiger
10080314,created_by,Potlatch 0.10f,regular
10080314,highway,residential,regular
10080314,cfcc,A41,tiger
10080314,county,"Cache, UT",tiger
10080314,reviewed,no,tiger
